NR_TURNO;SG_UF;CD_CARGO;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;DS_NACIONALIDADE;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_REELEICAO
1;DF;8;DEPUTADO DISTRITAL;44567;REBECA GUSMÃO;44;UNIÃO;BRASILEIRA NATA;DF;38;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;4;VICE-GOVERNADOR;14;DR LUIZ GUSTAVO;14;PTB;BRASILEIRA NATA;DF;44;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11123;ANDERSON MEDINA;11;PP;BRASILEIRA NATA;SP;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;10;2º SUPLENTE;142;PROFESSOR RACHID;14;PTB;BRASILEIRA NATA;RJ;58;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;40061;MUCIO;40;PSB;BRASILEIRA NATA;DF;30;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;51022;RENATO BATISTA;51;PATRIOTA;BRASILEIRA NATA;DF;32;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;36444;ARAÚJO;36;AGIR;BRASILEIRA NATA;PI;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;14000;ROBSON O PERNAMBUCO;14;PTB;BRASILEIRA NATA;PE;52;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90333;ROBERTA OLIVEIRA;90;PROS;BRASILEIRA NATA;DF;38;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;50013;DERSON MAIIA;50;PSOL;BRASILEIRA NATA;RJ;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;30230;DR. VITOR BITTENCOURT;30;NOVO;BRASILEIRA NATA;DF;35;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1020;FRED LINHARES;10;REPUBLICANOS;BRASILEIRA NATA;DF;43;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;51051;PROFESSORA MARIA ANTÔNIA;51;PATRIOTA;BRASILEIRA NATA;MG;65;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;30333;LGM;30;NOVO;BRASILEIRA NATA;CE;29;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;23321;PROFESSORA JACIRA;23;CIDADANIA;BRASILEIRA NATA;DF;47;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1500;AMANDA RAMALHO;15;MDB;BRASILEIRA NATA;DF;36;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;4440;MARIA COSTA;44;UNIÃO;BRASILEIRA NATA;MA;60;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2799;MAJOR SOUZA;27;DC;BRASILEIRA NATA;BA;78;MASCULINO;LÊ E ESCREVE;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;14322;CIDA BOTELHO;14;PTB;BRASILEIRA NATA;MG;60;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1123;PROFESSORA CELY MUNIZ;11;PP;BRASILEIRA NATA;DF;51;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1000;PROFESSOR PAULO FERNANDO;10;REPUBLICANOS;BRASILEIRA NATA;DF;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;4545;SÉRGIO IZALCI;45;PSDB;BRASILEIRA NATA;DF;32;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;70070;PACO BRITTO;70;AVANTE;BRASILEIRA NATA;RJ;58;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;55678;ESTEFANE O CABEÇA BRANCA;55;PSD;BRASILEIRA NATA;RJ;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1818;ALDEMARIO;18;REDE;BRASILEIRA NATA;AL;56;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33300;REGIS LIMA;33;PMN;BRASILEIRA NATA;MG;43;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;36180;ELISANGELA ALMEIDA;36;AGIR;BRASILEIRA NATA;DF;34;FEMININO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;51762;ARY COUTINHO;51;PATRIOTA;BRASILEIRA NATA;RJ;36;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28111;DOUTOR SAULO;28;PRTB;BRASILEIRA NATA;MG;50;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;13123;PROFESSOR GARIBEL;13;PT;BRASILEIRA NATA;CE;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;5152;DR MARCELO ARTIAGA;51;PATRIOTA;BRASILEIRA NATA;GO;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;77444;SILVANA TORRES RODRIGUES;77;SOLIDARIEDADE;BRASILEIRA NATA;SP;40;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;70200;THAY EVANGELISTA;70;AVANTE;BRASILEIRA NATA;DF;32;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;1277;MAX PANTOJA;12;PDT;BRASILEIRA NATA;RO;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;5;SENADOR;555;CARLOS RODRIGUES;55;PSD;BRASILEIRA NATA;GO;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;8080;CAIO SAD;80;UP;BRASILEIRA NATA;MG;23;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;30300;DR. GIULIANNO ;30;NOVO;BRASILEIRA NATA;PI;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;77888;JÂNIO FERREIRA;77;SOLIDARIEDADE;BRASILEIRA NATA;MA;44;MASCULINO;LÊ E ESCREVE;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;50000;SUSANA XAVIER - DONAS;50;PSOL;BRASILEIRA NATA;GO;53;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;9022;CHICO CRUVINEL;90;PROS;BRASILEIRA NATA;DF;60;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;50333;AIRY CLO DE MULHERES INDÍGENAS;50;PSOL;BRASILEIRA NATA;PA;67;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);INDÍGENA;N
1;DF;8;DEPUTADO DISTRITAL;27234;CEZAR MARIANO;27;DC;BRASILEIRA NATA;MG;59;MASCULINO;LÊ E ESCREVE;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90391;PASTOR OMAR;90;PROS;BRASILEIRA NATA;MG;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;40777;NAYERI ALBUQUERQUE;40;PSB;BRASILEIRA NATA;DF;33;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;50005;RITA ANDRADE;50;PSOL;BRASILEIRA NATA;RN;59;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;43433;PROFESSOR MARCOS;43;PV;BRASILEIRA NATA;MG;53;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;90190;DELEGADO FERNANDO FERNANDES;90;PROS;BRASILEIRA NATA;DF;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
1;DF;8;DEPUTADO DISTRITAL;28200;PROFESSOR EDUARDO REZENDE;28;PRTB;BRASILEIRA NATA;DF;44;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11234;VALDELINO BARCELOS;11;PP;BRASILEIRA NATA;DF;72;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;S
1;DF;8;DEPUTADO DISTRITAL;23999;PASTOR IZAEL DAMÁZIO;23;CIDADANIA;BRASILEIRA NATA;MG;40;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;23000;LÉO MATOS;23;CIDADANIA;BRASILEIRA NATA;DF;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;3313;PROFESSOR JOÃO;33;PMN;BRASILEIRA NATA;BA;57;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;4017;JAPÃO VIELA;40;PSB;BRASILEIRA NATA;DF;51;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;15180;SUZI BITENCOURT;15;MDB;BRASILEIRA NATA;DF;47;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;50400;FLAVÃO CERRATENSE;50;PSOL;BRASILEIRA NATA;DF;50;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;2077;SARGENTO NAZÁRIO;20;PSC;BRASILEIRA NATA;DF;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;12123;SANDRA TOMÉ;12;PDT;BRASILEIRA NATA;DF;58;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;30030;JAJA;30;NOVO;BRASILEIRA NATA;DF;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;70369;MC BANDIDA VALÉRIA SANTANA;70;AVANTE;BRASILEIRA NATA;DF;36;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;70321;WALTER MARCELO;70;AVANTE;BRASILEIRA NATA;DF;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;10;2º SUPLENTE;133;SAULO DIAS;13;PT;BRASILEIRA NATA;GO;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;36200;RENAN JUNIOR;36;AGIR;BRASILEIRA NATA;DF;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;51010;SGT BRUNA;51;PATRIOTA;BRASILEIRA NATA;DF;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11456;JUAREZ JUNIOR;11;PP;BRASILEIRA NATA;DF;31;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2999;IERI BRAGA;29;PCO;BRASILEIRA NATA;MT;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44061;RODRIGO TOTTI;44;UNIÃO;BRASILEIRA NATA;RJ;44;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;27722;FELLIPE PASSOS;27;DC;BRASILEIRA NATA;TO;26;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;51234;ADRIANA FARIA;51;PATRIOTA;BRASILEIRA NATA;DF;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;10200;CARLOS CALHEIROS;10;REPUBLICANOS;BRASILEIRA NATA;AL;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;14700;RAY VIEIRA;14;PTB;BRASILEIRA NATA;MA;68;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1207;TÂNIA COÊLHO;12;PDT;BRASILEIRA NATA;GO;57;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;77123;CHICO LOPES;77;SOLIDARIEDADE;BRASILEIRA NATA;MA;67;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1155;ROGERIO ROSSO;11;PP;BRASILEIRA NATA;DF;54;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44144;HAMILTON TATU;44;UNIÃO;BRASILEIRA NATA;DF;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;35222;MICHELINE REIS;35;PMB;BRASILEIRA NATA;DF;39;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;3;GOVERNADOR;27;LUCAS SALLES;27;DC;BRASILEIRA NATA;PB;59;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3636;TENENTE FELIZARDO;36;AGIR;BRASILEIRA NATA;DF;61;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);NÃO INFORMADO;N
1;DF;6;DEPUTADO FEDERAL;7040;AMANDA CHRISTINA;70;AVANTE;BRASILEIRA NATA;DF;25;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;4000;PAULA BENETT;40;PSB;BRASILEIRA NATA;MG;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;4400;ELIANA PEDROSA;44;UNIÃO;BRASILEIRA NATA;MG;69;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;40400;RODRIGO DIAS;40;PSB;BRASILEIRA NATA;PI;32;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;40040;THAYNARA;40;PSB;BRASILEIRA NATA;BA;30;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;51515;GREGORY BRITO;51;PATRIOTA;BRASILEIRA NATA;MS;37;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;13180;COLETIVA SOMOS HELLEN FRIDA;13;PT;BRASILEIRA NATA;BA;31;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1122;RONALDO FONSECA;11;PP;BRASILEIRA NATA;SP;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;7070;ELIZEU SOUZA;70;AVANTE;BRASILEIRA NATA;MG;42;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;20190;SUBTENENTE GERALDO ALVES;20;PSC;BRASILEIRA NATA;DF;50;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;14147;CLEBER MOITINHO;14;PTB;BRASILEIRA NATA;DF;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;28123;SANDRA DO AGRO;28;PRTB;BRASILEIRA NATA;GO;61;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44777;ALLAN FREIRE;44;UNIÃO;BRASILEIRA NATA;SP;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20191;MAURICIO PARDAL;20;PSC;BRASILEIRA NATA;DF;41;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;12666;SAMUEL DO ALUGUEL;12;PDT;BRASILEIRA NATA;BA;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;12344;LÉO RANGEL;12;PDT;BRASILEIRA NATA;DF;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;51190;PROF FABIO SILVA ABENÇOADO;51;PATRIOTA;BRASILEIRA NATA;DF;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;14190;AILTON MIRANDA;14;PTB;BRASILEIRA NATA;PI;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2200;ARRUDA;22;PL;BRASILEIRA NATA;MG;69;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;43000;PROF. MICHELLE SALES;43;PV;BRASILEIRA NATA;DF;49;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;19200;ADÉLIA FREJAT;19;PODE;BRASILEIRA NATA;PI;71;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1324;VANESSA É O BICHO;13;PT;BRASILEIRA NATA;ES;48;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;10;2º SUPLENTE;456;LOURDINHA WERNECK;45;PSDB;BRASILEIRA NATA;MG;81;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22633;GERALDO NASCIMENTO;22;PL;BRASILEIRA NATA;MG;67;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90000;SILVESTRE;90;PROS;BRASILEIRA NATA;MG;61;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;40100;SANTOS DO POVO;40;PSB;BRASILEIRA NATA;GO;39;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;45678;PROFESSOR NILSON;45;PSDB;BRASILEIRA NATA;GO;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;5511;ADRIANA MANGABEIRA;55;PSD;BRASILEIRA NATA;PE;49;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20777;MARIA DA ADIRPP;20;PSC;BRASILEIRA NATA;MG;58;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;35333;VANDA LAGO;35;PMB;BRASILEIRA NATA;PI;56;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;23987;MARCOS SABÓIA;23;CIDADANIA;BRASILEIRA NATA;DF;48;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;2772;SGT HENRIQUE;27;DC;BRASILEIRA NATA;DF;40;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1011;POLICIAL SILMARA MIRANDA;10;REPUBLICANOS;BRASILEIRA NATA;RJ;41;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;2707;BISPA MAÉCE;27;DC;BRASILEIRA NATA;MG;56;FEMININO;LÊ E ESCREVE;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11001;GISELE MONTENEGRO;11;PP;BRASILEIRA NATA;RS;51;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11120;CRISTINA BOLSONARO;11;PP;BRASILEIRA NATA;RJ;55;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33033;ÁKILLA MARINHO;33;PMN;BRASILEIRA NATA;DF;41;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;5566;PEDRO OLIVEIRA;55;PSD;BRASILEIRA NATA;DF;26;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;12127;DIL EMANUEL;12;PDT;BRASILEIRA NATA;MA;64;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1422;IVONE LUZARDO;14;PTB;BRASILEIRA NATA;DF;63;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;10;2º SUPLENTE;555;JOÃO CÂNDIDO;19;PODE;BRASILEIRA NATA;MG;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;55511;RENATINHO;55;PSD;BRASILEIRA NATA;DF;46;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2829;DILMAR CARVALHO;28;PRTB;BRASILEIRA NATA;MA;57;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28500;SARGENTO FLÁVIO MENDES;28;PRTB;BRASILEIRA NATA;DF;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;40456;LUZIA DE PAULA;40;PSB;BRASILEIRA NATA;MG;67;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90156;DAVIZINHO DO SOL NASCENTE;90;PROS;BRASILEIRA NATA;DF;43;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;1522;GUARDA JANIO;15;MDB;BRASILEIRA NATA;DF;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;36800;OSÉIAS RIBEIRO;36;AGIR;BRASILEIRA NATA;SP;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADO;N
1;DF;6;DEPUTADO FEDERAL;9033;LUIZÃO;90;PROS;BRASILEIRA NATA;TO;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;1921;ADALBERTO MONTEIRO;19;PODE;BRASILEIRA NATA;ES;75;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;40405;JESUS VALENTINI PESSOA HUMANA;40;PSB;BRASILEIRA NATA;DF;45;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;20120;RICARDO TOBÉ;20;PSC;BRASILEIRA NATA;DF;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;22631;ELAINE OLIVEIRA;22;PL;BRASILEIRA NATA;DF;41;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;77190;TEN. DANIEL BRANDÃO;77;SOLIDARIEDADE;BRASILEIRA NATA;DF;59;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;5;SENADOR;133;ROSILENE CORRÊA;13;PT;BRASILEIRA NATA;GO;58;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;19001;PETRUS SANCHEZ;19;PODE;BRASILEIRA NATA;PE;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;14123;PAULO RORIZ;14;PTB;BRASILEIRA NATA;GO;64;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2717;SEBAH SANTANA;27;DC;BRASILEIRA NATA;BA;58;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;19197;PROFESSORA MICHELLE VALÉRIA;19;PODE;BRASILEIRA NATA;MG;44;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1988;REGIS MACHADO (FPC);19;PODE;BRASILEIRA NATA;MG;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11444;IRIS;11;PP;BRASILEIRA NATA;MA;64;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;28800;NENA BRAZ;28;PRTB;BRASILEIRA NATA;DF;50;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
