NR_TURNO;SG_UF;CD_CARGO;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;NR_PARTIDO;SG_PARTIDO;DS_NACIONALIDADE;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;ST_REELEICAO
1;DF;8;DEPUTADO DISTRITAL;90145;ALESSIO AUTO RACK;90;PROS;BRASILEIRA NATA;DF;41;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;19700;ALEX GALVÃO;19;PODE;BRASILEIRA NATA;TO;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;33012;BISPO WELDO;33;PMN;BRASILEIRA NATA;GO;44;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;19300;CLÁUDIA VIRGÍNIA;19;PODE;BRASILEIRA NATA;MG;55;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;77713;CLAUDIA IDEANE;77;SOLIDARIEDADE;BRASILEIRA NATA;MA;48;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;14120;TENENTE BARROS MOREIRA;14;PTB;BRASILEIRA NATA;RJ;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3300;D SOUSA;33;PMN;BRASILEIRA NATA;PB;61;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;27227;CRISTIANE DE PAULA;27;DC;BRASILEIRA NATA;MG;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;5;SENADOR;290;EXPEDITO MENDONÇA;29;PCO;BRASILEIRA NATA;MG;62;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20391;ADEILTON BRAZ;20;PSC;BRASILEIRA NATA;DF;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1022;ELISA ROBSON;10;REPUBLICANOS;BRASILEIRA NATA;RS;46;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3633;DR DENTE;36;AGIR;BRASILEIRA NATA;DF;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);NÃO INFORMADO;N
1;DF;8;DEPUTADO DISTRITAL;18888;RAUL NETO;18;REDE;BRASILEIRA NATA;DF;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;30444;MÔNICA ALVARES;30;NOVO;BRASILEIRA NATA;MG;56;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;10;2º SUPLENTE;777;DR FRANKLIN COSTA;77;SOLIDARIEDADE;BRASILEIRA NATA;RR;64;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;55555;RILDO DO WI FI;55;PSD;BRASILEIRA NATA;BA;49;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22061;LÉO ÍNDIO BOLSONARO;22;PL;BRASILEIRA NATA;RJ;39;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;10223;SARGENTO PAULO;10;REPUBLICANOS;BRASILEIRA NATA;RJ;42;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;55000;ROBÉRIO NEGREIROS;55;PSD;BRASILEIRA NATA;DF;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;S
1;DF;8;DEPUTADO DISTRITAL;12290;DANDAN;12;PDT;BRASILEIRA NATA;DF;40;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2300;MARCILENE LIMA;23;CIDADANIA;BRASILEIRA NATA;DF;39;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;18123;MÁRCIO PRADO;18;REDE;BRASILEIRA NATA;DF;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;11124;LUIZA MARIA ;11;PP;BRASILEIRA NATA;DF;57;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;28281;REGINALDO JARBAS;28;PRTB;BRASILEIRA NATA;DF;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;12369;PROFESSOR GADÊLHA;12;PDT;BRASILEIRA NATA;CE;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28288;PASTORA ANA CLEIA;28;PRTB;BRASILEIRA NATA;MA;57;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;INDÍGENA;N
1;DF;6;DEPUTADO FEDERAL;1414;MARCOS MIRANDA;14;PTB;BRASILEIRA NATA;DF;46;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1200;MARLENE DO POVÃO;12;PDT;BRASILEIRA NATA;DF;57;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;90999;ANGELA TEIXEIRA;90;PROS;BRASILEIRA NATA;MG;64;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);PARDA;N
1;DF;10;2º SUPLENTE;100;PASTOR EGMAR;10;REPUBLICANOS;BRASILEIRA NATA;MG;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20888;CAPITÃO MEDEIROS;20;PSC;BRASILEIRA NATA;PB;42;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;10221;RACHEL HERINGER;10;REPUBLICANOS;BRASILEIRA NATA;DF;49;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22321;MISSIONÁRIA CELINA;22;PL;BRASILEIRA NATA;RJ;64;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;29329;DAVID PUREZA;29;PCO;BRASILEIRA NATA;PE;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;55321;DR LUCIMIR;55;PSD;BRASILEIRA NATA;PA;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;13000;PROF LÊDA COLETIVE CHÃO;13;PT;BRASILEIRA NATA;DF;58;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;44123;ALEX CARREIRO;44;UNIÃO;BRASILEIRA NATA;CE;36;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;9023;BETHANIA KELLY;90;PROS;BRASILEIRA NATA;DF;44;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);AMARELA;N
1;DF;8;DEPUTADO DISTRITAL;35555;MAICON MIRANDA;35;PMB;BRASILEIRA NATA;DF;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;4;VICE-GOVERNADOR;29;MAURO MOURA;29;PCO;BRASILEIRA NATA;PE;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;70500;LORENA RAIZAMA;70;AVANTE;BRASILEIRA NATA;GO;39;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;70122;EDUARDO MENDES REI DOS FARÓIS;70;AVANTE;BRASILEIRA NATA;DF;41;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;5123;ENOCK ESTEVES;51;PATRIOTA;BRASILEIRA NATA;DF;48;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;3310;SARGENTO MONICA VITORIA;33;PMN;BRASILEIRA NATA;DF;53;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;35135;LUCIANO DA MANUTENÇÃO;35;PMB;BRASILEIRA NATA;DF;47;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1211;VANDER LOPES;12;PDT;BRASILEIRA NATA;PB;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1881;MIRANDA COLETIVA AFROINDÍGENA;18;REDE;BRASILEIRA NATA;GO;32;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;4411;FLÁVIO WERNECK;44;UNIÃO;BRASILEIRA NATA;MG;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;51123;PADRE KATÊ;51;PATRIOTA;BRASILEIRA NATA;MA;58;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;30987;CLEBINHO TEAM;30;NOVO;BRASILEIRA NATA;DF;49;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;14022;JOAO SALAS;14;PTB;BRASILEIRA NATA;DF;26;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;35615;ROMMEINE ANDRADE;35;PMB;BRASILEIRA NATA;DF;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;77333;RUBY DA SAÚDE;77;SOLIDARIEDADE;BRASILEIRA NATA;DF;42;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;11190;ESTEVÃO REIS;11;PP;BRASILEIRA NATA;BA;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;10000;MARCELO TRATOR;10;REPUBLICANOS;BRASILEIRA NATA;DF;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;5111;PASTOR SIDRAQUE PINHEIRO;51;PATRIOTA;BRASILEIRA NATA;PE;75;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;55010;FERNANDO CHEREGATHY;55;PSD;BRASILEIRA NATA;MA;55;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;55234;DEBORAH CARVALHIDO;55;PSD;BRASILEIRA NATA;GO;36;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;90777;VIVIAN NOGUEIRA;90;PROS;BRASILEIRA NATA;BA;39;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;9077;MICHELY MUNDY ;90;PROS;BRASILEIRA NATA;DF;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;36222;VÂNIA GURGEL;36;AGIR;BRASILEIRA NATA;RN;54;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;13190;PATRÍCIO;13;PT;BRASILEIRA NATA;DF;56;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1501;MARLI DA SAUDE;15;MDB;BRASILEIRA NATA;DF;58;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;15504;NEIDE MESSIAS;15;MDB;BRASILEIRA NATA;GO;68;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;15100;PROFESSOR DENILSON;15;MDB;BRASILEIRA NATA;RN;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;14777;CATARINA LIMA;14;PTB;BRASILEIRA NATA;DF;44;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;30100;JOÃO D ARC ;30;NOVO;BRASILEIRA NATA;GO;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;7010;PAULINHO SÁ CANTOR CATÓLICO;70;AVANTE;BRASILEIRA NATA;DF;42;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);PRETA;N
1;DF;9;1º SUPLENTE;270;AMARAL;27;DC;BRASILEIRA NATA;RJ;71;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20321;PROF.ROBERT MARQUES;20;PSC;BRASILEIRA NATA;DF;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;90090;SERGIO LEITE;90;PROS;BRASILEIRA NATA;DF;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22777;EDUARDO TORRES;22;PL;BRASILEIRA NATA;DF;37;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;11000;PROFESSORA DAYANE MESQUITA;11;PP;BRASILEIRA NATA;DF;38;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;51444;BENÍCIO;51;PATRIOTA;BRASILEIRA NATA;RJ;66;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33001;FORLAND;33;PMN;BRASILEIRA NATA;PB;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;55123;CLAUDIO ABRANTES;55;PSD;BRASILEIRA NATA;PB;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
1;DF;10;2º SUPLENTE;290;VALMIR BARBOSA;29;PCO;BRASILEIRA NATA;BA;69;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;23122;EUCLIDES PAPIROS;23;CIDADANIA;BRASILEIRA NATA;CE;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;40001;PROF MANOEL EVERTON;40;PSB;BRASILEIRA NATA;RN;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;7788;LIGIA AMORIM;77;SOLIDARIEDADE;BRASILEIRA NATA;MG;46;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44000;EDUARDO PEDROSA;44;UNIÃO;BRASILEIRA NATA;DF;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
1;DF;8;DEPUTADO DISTRITAL;14189;RUBÃO;14;PTB;BRASILEIRA NATA;RJ;67;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;77777;ALEXANDRE LIRA;77;SOLIDARIEDADE;BRASILEIRA NATA;MA;30;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2939;ANA SCHRAMM;29;PCO;BRASILEIRA NATA;DF;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;70222;EMANUELL RESOLVE;70;AVANTE;BRASILEIRA NATA;RJ;34;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;9015;PROF. SEVERINO CAJAZEIRAS;90;PROS;BRASILEIRA NATA;PB;63;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;43061;MARIANA ALMADA;43;PV;BRASILEIRA NATA;DF;50;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;14007;ILSON WALTER;14;PTB;BRASILEIRA NATA;MG;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;51222;ROGÉRIO CONSELHEIRO;51;PATRIOTA;BRASILEIRA NATA;DF;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;27000;KELWEN TCHALES;27;DC;BRASILEIRA NATA;ES;32;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90500;KARINY ALVES;90;PROS;BRASILEIRA NATA;MG;43;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;3;GOVERNADOR;40;PARENTE;40;PSB;BRASILEIRA NATA;DF;45;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;15151;FILIPPELLI;15;MDB;BRASILEIRA NATA;SP;73;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28777;AMILTON SILVA;28;PRTB;BRASILEIRA NATA;GO;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;44555;JOÃO RENATO;44;UNIÃO;BRASILEIRA NATA;MG;33;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;22200;SARDINHA;22;PL;BRASILEIRA NATA;GO;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;S
1;DF;6;DEPUTADO FEDERAL;2777;IVONE LOPES;27;DC;BRASILEIRA NATA;DF;46;FEMININO;LÊ E ESCREVE;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;35140;ADRIANA GLÓRIA;35;PMB;BRASILEIRA NATA;DF;50;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;12345;LEANDRO PEDROSO;12;PDT;BRASILEIRA NATA;MG;39;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;10022;KELLY BOLSONARO;10;REPUBLICANOS;BRASILEIRA NATA;DF;36;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;45456;ROGÉRIO EDUARDO;45;PSDB;BRASILEIRA NATA;DF;51;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;10007;CLAUDINHA DA SAÚDE;10;REPUBLICANOS;BRASILEIRA NATA;TO;40;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;70269;MARIANA SIQUEIRA SURDA;70;AVANTE;BRASILEIRA NATA;DF;35;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;5590;NEVITON SANGUE BOM;55;PSD;BRASILEIRA NATA;DF;52;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;55456;LIPPE VIANA;55;PSD;BRASILEIRA NATA;MG;53;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;20111;RITA MOTA;20;PSC;BRASILEIRA NATA;DF;28;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;90901;ISMAR CARVALHO;90;PROS;BRASILEIRA NATA;BA;52;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;90007;SARGENTO MOACIR;90;PROS;BRASILEIRA NATA;DF;59;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20022;SARGENTO EVERALDO;20;PSC;BRASILEIRA NATA;BA;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;28022;JOAQUIM GOMES;28;PRTB;BRASILEIRA NATA;PA;55;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;77191;DEUSINHA DE OTÁVIA;77;SOLIDARIEDADE;BRASILEIRA NATA;DF;51;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;44321;NELSON NETO;44;UNIÃO;BRASILEIRA NATA;RJ;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;20000;SCOOBY UBE ;20;PSC;BRASILEIRA NATA;BA;45;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;3;GOVERNADOR;45;IZALCI;45;PSDB;BRASILEIRA NATA;MG;66;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33010;CLEBINHO ESPORTE DA DEZ;33;PMN;BRASILEIRA NATA;DF;53;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2311;LEANDRO LIRA;23;CIDADANIA;BRASILEIRA NATA;PB;41;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;2919;URIEL;29;PCO;BRASILEIRA NATA;DF;21;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;19783;JOSIVAN FERREIRA;19;PODE;BRASILEIRA NATA;DF;45;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;19333;CLAUDÃO DO GAMÃO;19;PODE;BRASILEIRA NATA;DF;50;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1616;TÂNIA;16;PSTU;BRASILEIRA NATA;DF;39;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1567;CAROL MOURÃO DOS ANIMAIS;15;MDB;BRASILEIRA NATA;PI;47;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;N
1;DF;9;1º SUPLENTE;456;PROFESSORA JÔ LIRA;45;PSDB;BRASILEIRA NATA;PB;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;1900;CRIS OTAVIANO;19;PODE;BRASILEIRA NATA;DF;54;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;10001;PROF. LEONARDO MIRANDA;10;REPUBLICANOS;BRASILEIRA NATA;DF;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;6;DEPUTADO FEDERAL;1440;PASTORA NOEME;14;PTB;BRASILEIRA NATA;MA;48;FEMININO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;PARDA;N
1;DF;4;VICE-GOVERNADOR;50;TONI DE CASTRO;50;PSOL;BRASILEIRA NATA;MA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;6;DEPUTADO FEDERAL;2949;MARILIA VIEIRA;29;PCO;BRASILEIRA NATA;DF;54;FEMININO;SUPERIOR COMPLETO;CASADO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;35777;RONY BARBOSA;35;PMB;BRASILEIRA NATA;DF;35;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;N
1;DF;8;DEPUTADO DISTRITAL;30222;PEDRO PAULO DO NOVO;30;NOVO;BRASILEIRA NATA;RJ;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;5125;DANIELLE CRISTHIE;51;PATRIOTA;BRASILEIRA NATA;MA;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;12120;BARBY;12;PDT;BRASILEIRA NATA;BA;42;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33777;GLAUCIO CUNHA;33;PMN;BRASILEIRA NATA;RJ;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;N
1;DF;8;DEPUTADO DISTRITAL;50456;ILDEU NERY;50;PSOL;BRASILEIRA NATA;MG;55;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;15222;TABANEZ;15;MDB;BRASILEIRA NATA;DF;52;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;S
1;DF;8;DEPUTADO DISTRITAL;14321;NAYARA SOARES;14;PTB;BRASILEIRA NATA;BA;33;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;77234;SAMUEL GAÚCHO;77;SOLIDARIEDADE;BRASILEIRA NATA;MG;44;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRANCA;N
1;DF;8;DEPUTADO DISTRITAL;33051;JONATHAN ARAÚJO;33;PMN;BRASILEIRA NATA;DF;38;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;N
1;DF;6;DEPUTADO FEDERAL;4050;LARISSA SCHMIDT;40;PSB;BRASILEIRA NATA;RS;51;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;N
